id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,folder
8321672,Crispin [Poke Ball] #105,Pokemon Prismatic Evolutions,265,Ungraded,Normal wear,,,0,1,2025-02-26,
3489691,Origin Forme Palkia VSTAR #192,Pokemon Astral Radiance,1253,Ungraded,Normal wear,,,0,1,2025-02-26,
2771279,Hoopa V #253,Pokemon Fusion Strike,304,Ungraded,Normal wear,,,0,1,2025-02-26,
2253930,Tornadus VMAX #125,Pokemon Chilling Reign,245,Ungraded,Normal wear,,,0,1,2025-02-26,
2253831,Volcanion V #25,Pokemon Chilling Reign,125,Ungraded,Normal wear,,,0,1,2025-02-26,
6495642,Minccino #182,Pokemon Temporal Forces,882,Ungraded,Normal wear,,,0,1,2025-02-26,
3489581,Hisuian Decidueye V #83,Pokemon Astral Radiance,167,Ungraded,Normal wear,,,0,1,2025-02-26,
5605551,Victini ex #33,Pokemon Obsidian Flames,248,Ungraded,Normal wear,,,0,1,2025-02-26,
6277154,Arven #235,Pokemon Paldean Fates,1499,Ungraded,Normal wear,,,0,1,2025-02-26,
887276,Big Parasol #199,Pokemon Darkness Ablaze,299,Ungraded,Normal wear,,,0,1,2025-02-26,
8244586,Tyme #143,Pokemon Prismatic Evolutions,276,Ungraded,Normal wear,,,0,1,2025-02-26,
2254033,Urn of Vitality #229,Pokemon Chilling Reign,507,Ungraded,Normal wear,,,0,1,2025-02-26,
8244564,Prime Catcher #119,Pokemon Prismatic Evolutions,251,Ungraded,Normal wear,,,0,1,2025-02-26,
4277261,Ho-oh V #140,Pokemon Silver Tempest,227,Ungraded,Normal wear,,,0,1,2025-02-26,
2254020,Karen's Conviction #216,Pokemon Chilling Reign,637,Ungraded,Normal wear,,,0,1,2025-02-26,
1341671,Eternatus VMAX #SV122,Pokemon Shining Fates,500,Ungraded,Normal wear,,,0,1,2025-02-26,
6277161,Chien-Pao ex #242,Pokemon Paldean Fates,988,Ungraded,Normal wear,,,0,1,2025-02-26,
7800251,Black Kyurem ex #218,Pokemon Surging Sparks,504,Ungraded,Normal wear,,,0,1,2025-02-26,
5953027,Mantyke #189,Pokemon Paradox Rift,1963,Ungraded,Normal wear,,,0,1,2025-02-26,
8321565,Noibat [Master Ball] #90,Pokemon Prismatic Evolutions,632,Ungraded,Normal wear,,,0,1,2025-02-26,
7800281,Alolan Exeggutor ex #248,Pokemon Surging Sparks,1898,Ungraded,Normal wear,,,0,1,2025-02-26,
4049986,Radiant Gardevoir #69,Pokemon Lost Origin,147,Ungraded,Normal wear,,,0,1,2025-02-26,
4277298,Unown V #177,Pokemon Silver Tempest,1957,Ungraded,Normal wear,,,0,1,2025-02-26,
5605682,Pidgeot ex #164,Pokemon Obsidian Flames,424,Ungraded,Normal wear,,,0,1,2025-02-26,
5287499,Baxcalibur #210,Pokemon Paldea Evolved,1980,Ungraded,Normal wear,,,0,1,2025-02-26,
1341636,Galarian Meowth #SV086,Pokemon Shining Fates,360,Ungraded,Normal wear,,,0,1,2025-02-26,
6277088,Mankey #169,Pokemon Paldean Fates,387,Ungraded,Normal wear,,,0,1,2025-02-26,
2512829,Flareon VMAX #18,Pokemon Evolving Skies,595,Ungraded,Normal wear,,,0,1,2025-02-26,
5809569,Ninetales ex #186,Pokemon Scarlet & Violet 151,1346,Ungraded,Normal wear,,,0,1,2025-02-26,
5809581,Venusaur ex #198,Pokemon Scarlet & Violet 151,7900,Ungraded,Normal wear,,,0,1,2025-02-26,
5605744,Geeta #226,Pokemon Obsidian Flames,426,Ungraded,Normal wear,,,0,1,2025-02-26,
1341664,Indeedee V #SV114,Pokemon Shining Fates,199,Ungraded,Normal wear,,,0,1,2025-02-26,
6775717,Dragapult ex #200,Pokemon Twilight Masquerade,1145,Ungraded,Normal wear,,,0,1,2025-02-26,
8321565,Noibat [Master Ball] #90,Pokemon Prismatic Evolutions,632,Ungraded,Normal wear,,,0,1,2025-02-26,
6277153,Charizard ex #234,Pokemon Paldean Fates,19150,Ungraded,Normal wear,,,0,1,2025-02-26,
8244613,Amarys #170,Pokemon Prismatic Evolutions,2499,Ungraded,Normal wear,,,0,1,2025-02-26,
7418650,Kofu #165,Pokemon Stellar Crown,216,Ungraded,Normal wear,,,0,1,2025-02-26,
5287532,Ting-Lu ex #243,Pokemon Paldea Evolved,237,Ungraded,Normal wear,,,0,1,2025-02-26,
2254032,Rugged Helmet #228,Pokemon Chilling Reign,350,Ungraded,Normal wear,,,0,1,2025-02-26,
1341589,Yamper #SV039,Pokemon Shining Fates,493,Ungraded,Normal wear,,,0,1,2025-02-26,
4637064,Electivire #GG08,Pokemon Crown Zenith,435,Ungraded,Normal wear,,,0,1,2025-02-26,
6769592,Cornerstone Mask Ogerpon ex #112,Pokemon Twilight Masquerade,169,Ungraded,Normal wear,,,0,1,2025-02-26,
6277110,Scizor #191,Pokemon Paldean Fates,647,Ungraded,Normal wear,,,0,1,2025-02-26,
6277049,Baxcalibur #130,Pokemon Paldean Fates,485,Ungraded,Normal wear,,,0,1,2025-02-26,
7800209,Energy Search Pro #176,Pokemon Surging Sparks,249,Ungraded,Normal wear,,,0,1,2025-02-26,
5809550,Charmeleon #169,Pokemon Scarlet & Violet 151,4000,Ungraded,Normal wear,,,0,1,2025-02-26,
5809584,Alakazam ex #201,Pokemon Scarlet & Violet 151,4650,Ungraded,Normal wear,,,0,1,2025-02-26,
3489694,Hisuian Decidueye VSTAR #195,Pokemon Astral Radiance,600,Ungraded,Normal wear,,,0,1,2025-02-26,
5605725,Pidgey #207,Pokemon Obsidian Flames,1201,Ungraded,Normal wear,,,0,1,2025-02-26,
6276973,Charizard ex #54,Pokemon Paldean Fates,382,Ungraded,Normal wear,,,0,1,2025-02-26,
2513006,Duraludon V #197,Pokemon Evolving Skies,369,Ungraded,Normal wear,,,0,1,2025-02-26,
6769621,Bloodmoon Ursaluna ex #141,Pokemon Twilight Masquerade,204,Ungraded,Normal wear,,,0,1,2025-02-26,
1341617,Rolycoly #SV067,Pokemon Shining Fates,240,Ungraded,Normal wear,,,0,1,2025-02-26,
4637083,Swablu #GG27,Pokemon Crown Zenith,226,Ungraded,Normal wear,,,0,1,2025-02-26,
4277089,Braixen #TG01,Pokemon Silver Tempest,274,Ungraded,Normal wear,,,0,1,2025-02-26,
6277020,Smoliv #102,Pokemon Paldean Fates,399,Ungraded,Normal wear,,,0,1,2025-02-26,
1341522,Crobat VMAX #45,Pokemon Shining Fates,200,Ungraded,Normal wear,,,0,1,2025-02-26,
3188390,Arceus V #166,Pokemon Brilliant Stars,3778,Ungraded,Normal wear,,,0,1,2025-02-26,
886905,Milotic V #179,Pokemon Rebel Clash,990,Ungraded,Normal wear,,,0,1,2025-02-26,
2253980,Galarian Moltres V #176,Pokemon Chilling Reign,999,Ungraded,Normal wear,,,0,1,2025-02-26,
4277260,Lugia VSTAR #139,Pokemon Silver Tempest,392,Ungraded,Normal wear,,,0,1,2025-02-26,
2513045,Dark Energy #236,Pokemon Evolving Skies,1833,Ungraded,Normal wear,,,0,1,2025-02-26,
2254012,Metagross VMAX #208,Pokemon Chilling Reign,957,Ungraded,Normal wear,,,0,1,2025-02-26,
1673342,Rapid Strike Style Mustard #162,Pokemon Battle Styles,160,Ungraded,Normal wear,,,0,1,2025-02-26,
4637001,Radiant Eternatus #105,Pokemon Crown Zenith,142,Ungraded,Normal wear,,,0,1,2025-02-26,
6495651,Iron Crown ex #191,Pokemon Temporal Forces,377,Ungraded,Normal wear,,,0,1,2025-02-26,
807286,Stonjourner Vmax #116,Pokemon Sword & Shield,275,Ungraded,Normal wear,,,0,1,2025-02-26,
3489499,Beedrill V #1,Pokemon Astral Radiance,170,Ungraded,Normal wear,,,0,1,2025-02-26,
6276948,Gardevoir ex #29,Pokemon Paldean Fates,156,Ungraded,Normal wear,,,0,1,2025-02-26,
2771274,Crabominable V #248,Pokemon Fusion Strike,200,Ungraded,Normal wear,,,0,1,2025-02-26,
886863,Copperajah V #136,Pokemon Rebel Clash,235,Ungraded,Normal wear,,,0,1,2025-02-26,
887709,Pikachu V #170,Pokemon Vivid Voltage,1418,Ungraded,Normal wear,,,0,1,2025-02-26,
5953047,Ferrothorn #209,Pokemon Paradox Rift,498,Ungraded,Normal wear,,,0,1,2025-02-26,
1341588,Rotom #SV038,Pokemon Shining Fates,271,Ungraded,Normal wear,,,0,1,2025-02-26,
4277134,Radiant Tsareena #16,Pokemon Silver Tempest,145,Ungraded,Normal wear,,,0,1,2025-02-26,
2884459,Korrina's Focus #160,Pokemon Battle Styles,513,Ungraded,Normal wear,,,0,1,2025-02-26,
8244594,Palafin ex #151,Pokemon Prismatic Evolutions,7350,Ungraded,Normal wear,,,0,1,2025-02-26,
5953092,Altaria ex #253,Pokemon Paradox Rift,5835,Ungraded,Normal wear,,,0,1,2025-02-26,
7418628,Bulbasaur #143,Pokemon Stellar Crown,6100,Ungraded,Normal wear,,,0,1,2025-02-26,
5287316,Wo-Chien ex #27,Pokemon Paldea Evolved,176,Ungraded,Normal wear,,,0,1,2025-02-26,
8244614,Crispin #171,Pokemon Prismatic Evolutions,3800,Ungraded,Normal wear,,,0,1,2025-02-26,
5953023,Toedscruel #185,Pokemon Paradox Rift,825,Ungraded,Normal wear,,,0,1,2025-02-26,
7108748,Munkidori ex #91,Pokemon Shrouded Fable,1855,Ungraded,Normal wear,,,0,1,2025-02-26,
4637070,Comfey #GG14,Pokemon Crown Zenith,231,Ungraded,Normal wear,,,0,1,2025-02-26,
4637076,Latias #GG20,Pokemon Crown Zenith,999,Ungraded,Normal wear,,,0,1,2025-02-26,
2771211,Genesect V #185 ,Pokemon Fusion Strike,199,Ungraded,Normal wear,,,0,1,2025-02-26,
1341576,Drizzile #SV026,Pokemon Shining Fates,377,Ungraded,Normal wear,,,0,1,2025-02-26,
4277293,Reshiram V #172,Pokemon Silver Tempest,496,Ungraded,Normal wear,,,0,1,2025-02-26,
8244580,Friends in Paldea #137,Pokemon Prismatic Evolutions,629,Ungraded,Normal wear,,,0,1,2025-02-26,
6769703,Enhanced Hammer #224,Pokemon Twilight Masquerade,500,Ungraded,Normal wear,,,0,1,2025-02-26,
2513004,Noivern V #196,Pokemon Evolving Skies,3500,Ungraded,Normal wear,,,0,1,2025-02-26,
7418486,Venusaur ex #1,Pokemon Stellar Crown,224,Ungraded,Normal wear,,,0,1,2025-02-26,
5605732,Absol ex #214,Pokemon Obsidian Flames,332,Ungraded,Normal wear,,,0,1,2025-02-26,
836720,Capture Energy #201,Pokemon Darkness Ablaze,396,Ungraded,Normal wear,,,0,1,2025-02-26,
7800101,Kilowattrel ex #68,Pokemon Surging Sparks,159,Ungraded,Normal wear,,,0,1,2025-02-26,
4637080,Miltank #GG24,Pokemon Crown Zenith,337,Ungraded,Normal wear,,,0,1,2025-02-26,
6277097,Garganacl #178,Pokemon Paldean Fates,324,Ungraded,Normal wear,,,0,1,2025-02-26,
5953091,Gholdengo ex #252,Pokemon Paradox Rift,2746,Ungraded,Normal wear,,,0,1,2025-02-26,
3489664,Heatran V #165,Pokemon Astral Radiance,275,Ungraded,Normal wear,,,0,1,2025-02-26,
887256,Houndoom V #178,Pokemon Darkness Ablaze,341,Ungraded,Normal wear,,,0,1,2025-02-26,
842044,Ampharos V #49,Pokemon Vivid Voltage,149,Ungraded,Normal wear,,,0,1,2025-02-26,
2512832,Volcarona V #21,Pokemon Evolving Skies,138,Ungraded,Normal wear,,,0,1,2025-02-26,
2253989,Tornadus V #185,Pokemon Chilling Reign,2416,Ungraded,Normal wear,,,0,1,2025-02-26,
7800229,Larvesta #196,Pokemon Surging Sparks,441,Ungraded,Normal wear,,,0,1,2025-02-26,
7108732,Zorua #75,Pokemon Shrouded Fable,1842,Ungraded,Normal wear,,,0,1,2025-02-26,
6495571,Scizor ex #111,Pokemon Temporal Forces,150,Ungraded,Normal wear,,,0,1,2025-02-26,
6277103,Sableye #184,Pokemon Paldean Fates,403,Ungraded,Normal wear,,,0,1,2025-02-26,
1673339,Cheryl #159,Pokemon Battle Styles,900,Ungraded,Normal wear,,,0,1,2025-02-26,
2513019,Dracozolt VMAX #210,Pokemon Evolving Skies,631,Ungraded,Normal wear,,,0,1,2025-02-26,
2254035,Water Energy #231,Pokemon Chilling Reign,1099,Ungraded,Normal wear,,,0,1,2025-02-26,
8321630,Pupitar [Poke Ball] #48,Pokemon Prismatic Evolutions,185,Ungraded,Normal wear,,,0,1,2025-02-26,
4277093,Gardevoir #TG05,Pokemon Silver Tempest,399,Ungraded,Normal wear,,,0,1,2025-02-26,
886920,Cinderace VMAX #194,Pokemon Rebel Clash,1461,Ungraded,Normal wear,,,0,1,2025-02-26,
6495661,Morty's Conviction #201,Pokemon Temporal Forces,288,Ungraded,Normal wear,,,0,1,2025-02-26,
6277039,Paldean Tauros #120,Pokemon Paldean Fates,404,Ungraded,Normal wear,,,0,1,2025-02-26,
2771074,Cinderace VMAX #45,Pokemon Fusion Strike,201,Ungraded,Normal wear,,,0,1,2025-02-26,
6277141,Wigglytuff ex #222,Pokemon Paldean Fates,250,Ungraded,Normal wear,,,0,1,2025-02-26,
6277032,Charcadet #114,Pokemon Paldean Fates,598,Ungraded,Normal wear,,,0,1,2025-02-26,
4637061,Lapras #GG05,Pokemon Crown Zenith,1023,Ungraded,Normal wear,,,0,1,2025-02-26,
2254030,Fan of Waves #226,Pokemon Chilling Reign,399,Ungraded,Normal wear,,,0,1,2025-02-26,
2513018,Glaceon VMAX #209,Pokemon Evolving Skies,29465,Ungraded,Normal wear,,,0,1,2025-02-26,
2254021,Klara #217,Pokemon Chilling Reign,783,Ungraded,Normal wear,,,0,1,2025-02-26,
4637099,Zeraora VSTAR #GG43,Pokemon Crown Zenith,1067,Ungraded,Normal wear,,,0,1,2025-02-26,
4637114,Cheren's Care #GG58,Pokemon Crown Zenith,390,Ungraded,Normal wear,,,0,1,2025-02-26,
887504,Piers #78,Pokemon Champion's Path,499,Ungraded,Normal wear,,,0,1,2025-02-26,
2512996,Medicham V #186,Pokemon Evolving Skies,1451,Ungraded,Normal wear,,,0,1,2025-02-26,
4637244,Glaceon V #38,Pokemon Crown Zenith,193,Ungraded,Normal wear,,,0,1,2025-02-26,
4933864,Banette ex #88,Pokemon Scarlet & Violet,189,Ungraded,Normal wear,,,0,1,2025-02-26,
1673352,Bruno #172,Pokemon Battle Styles,600,Ungraded,Normal wear,,,0,1,2025-02-26,
4277335,Leafy Camo Poncho #214,Pokemon Silver Tempest,299,Ungraded,Normal wear,,,0,1,2025-02-26,
5287540,Falkner #251,Pokemon Paldea Evolved,224,Ungraded,Normal wear,,,0,1,2025-02-26,
8321559,Lopunny [Master Ball] #84,Pokemon Prismatic Evolutions,1108,Ungraded,Normal wear,,,0,1,2025-02-26,
1341599,Galarian Corsola #SV049,Pokemon Shining Fates,201,Ungraded,Normal wear,,,0,1,2025-02-26,
3489661,Hisuian Lilligant V #162,Pokemon Astral Radiance,301,Ungraded,Normal wear,,,0,1,2025-02-26,
842045,Raikou #50,Pokemon Vivid Voltage,288,Ungraded,Normal wear,,,0,1,2025-02-26,
1341646,Swanna #SV096,Pokemon Shining Fates,277,Ungraded,Normal wear,,,0,1,2025-02-26,
3188402,Sylveon V #TG14,Pokemon Brilliant Stars,3500,Ungraded,Normal wear,,,0,1,2025-02-26,
8244494,Lucario ex #51,Pokemon Prismatic Evolutions,211,Ungraded,Normal wear,,,0,1,2025-02-26,
5605719,Bellibolt #201,Pokemon Obsidian Flames,522,Ungraded,Normal wear,,,0,1,2025-02-26,
6277016,Jumpluff #98,Pokemon Paldean Fates,399,Ungraded,Normal wear,,,0,1,2025-02-26,
1341607,Milcery #SV057,Pokemon Shining Fates,245,Ungraded,Normal wear,,,0,1,2025-02-26,
886849,Malamar VMAX #122,Pokemon Rebel Clash,273,Ungraded,Normal wear,,,0,1,2025-02-26,
1673323,Flapple V #143,Pokemon Battle Styles,231,Ungraded,Normal wear,,,0,1,2025-02-26,
4637075,Altaria #GG19,Pokemon Crown Zenith,258,Ungraded,Normal wear,,,0,1,2025-02-26,
7418657,Lacey #172,Pokemon Stellar Crown,2994,Ungraded,Normal wear,,,0,1,2025-02-26,
6277090,Annihilape #171,Pokemon Paldean Fates,420,Ungraded,Normal wear,,,0,1,2025-02-26,
3489582,Hisuian Decidueye VSTAR #84,Pokemon Astral Radiance,150,Ungraded,Normal wear,,,0,1,2025-02-26,
6495653,Gengar ex #193,Pokemon Temporal Forces,2420,Ungraded,Normal wear,,,0,1,2025-02-26,
2771175,Lucario V #146,Pokemon Fusion Strike,199,Ungraded,Normal wear,,,0,1,2025-02-26,
8321641,Houndoom [Poke Ball] #63,Pokemon Prismatic Evolutions,250,Ungraded,Normal wear,,,0,1,2025-02-26,
5953064,Iron Valiant ex #225,Pokemon Paradox Rift,323,Ungraded,Normal wear,,,0,1,2025-02-26,
8321673,Earthen Vessel [Poke Ball] #106,Pokemon Prismatic Evolutions,335,Ungraded,Normal wear,,,0,1,2025-02-26,
6775702,Lairon #184,Pokemon Twilight Masquerade,597,Ungraded,Normal wear,,,0,1,2025-02-26,
3489683,Gardenia's Vigor #184,Pokemon Astral Radiance,671,Ungraded,Normal wear,,,0,1,2025-02-26,
836242,Ninetales V #26,Pokemon Rebel Clash,299,Ungraded,Normal wear,,,0,1,2025-02-26,
8244578,Brassius #135,Pokemon Prismatic Evolutions,301,Ungraded,Normal wear,,,0,1,2025-02-26,
2253983,Galarian Slowking V #179,Pokemon Chilling Reign,4497,Ungraded,Normal wear,,,0,1,2025-02-26,
4277329,Wallace #208,Pokemon Silver Tempest,462,Ungraded,Normal wear,,,0,1,2025-02-26,
3216320,Urshifu VMAX #TG19,Pokemon Brilliant Stars,590,Ungraded,Normal wear,,,0,1,2025-02-26,
4636919,Simisear VSTAR #23,Pokemon Crown Zenith,177,Ungraded,Normal wear,,,0,1,2025-02-26,
6495601,Awakening Drum #141,Pokemon Temporal Forces,144,Ungraded,Normal wear,,,0,1,2025-02-26,
887706,Zarude V #167,Pokemon Vivid Voltage,431,Ungraded,Normal wear,,,0,1,2025-02-26,
3188388,Flygon V #164,Pokemon Brilliant Stars,299,Ungraded,Normal wear,,,0,1,2025-02-26,
4277111,Friends in Galar #TG23,Pokemon Silver Tempest,800,Ungraded,Normal wear,,,0,1,2025-02-26,
1673330,Single Strike Urshifu V #150,Pokemon Battle Styles,432,Ungraded,Normal wear,,,0,1,2025-02-26,
4933986,Kirlia #212,Pokemon Scarlet & Violet,2785,Ungraded,Normal wear,,,0,1,2025-02-26,
4933906,Toxicroak ex #131,Pokemon Scarlet & Violet,158,Ungraded,Normal wear,,,0,1,2025-02-26,
2512902,Lycanroc V #91,Pokemon Evolving Skies,183,Ungraded,Normal wear,,,0,1,2025-02-26,
3508421,Ice Rider Calyrex VMAX #TG29,Pokemon Astral Radiance,299,Ungraded,Normal wear,,,0,1,2025-02-26,
5953029,Wimpod #191,Pokemon Paradox Rift,598,Ungraded,Normal wear,,,0,1,2025-02-26,
8244466,Vaporeon ex #23,Pokemon Prismatic Evolutions,598,Ungraded,Normal wear,,,0,1,2025-02-26,
6495640,Lickitung #180,Pokemon Temporal Forces,1525,Ungraded,Normal wear,,,0,1,2025-02-26,
2253996,Honey #192,Pokemon Chilling Reign,800,Ungraded,Normal wear,,,0,1,2025-02-26,
6276994,Squawkabilly ex #75,Pokemon Paldean Fates,157,Ungraded,Normal wear,,,0,1,2025-02-26,
6276972,Great Tusk ex #53,Pokemon Paldean Fates,129,Ungraded,Normal wear,,,0,1,2025-02-26,
4080765,Orbeetle VMAX #TG13,Pokemon Lost Origin,599,Ungraded,Normal wear,,,0,1,2025-02-26,
8321667,Black Belt's Training [Poke Ball] #96,Pokemon Prismatic Evolutions,200,Ungraded,Normal wear,,,0,1,2025-02-26,
886913,Copperajah V #187,Pokemon Rebel Clash,306,Ungraded,Normal wear,,,0,1,2025-02-26,
6277092,Riolu #173,Pokemon Paldean Fates,543,Ungraded,Normal wear,,,0,1,2025-02-26,
807066,Dhelmise V #9,Pokemon Sword & Shield,180,Ungraded,Normal wear,,,0,1,2025-02-26,
2771284,Chili & Cilan & Cress #258,Pokemon Fusion Strike,299,Ungraded,Normal wear,,,0,1,2025-02-26,
4050035,Drapion V #118,Pokemon Lost Origin,177,Ungraded,Normal wear,,,0,1,2025-02-26,
4933973,Tarountula #199,Pokemon Scarlet & Violet,547,Ungraded,Normal wear,,,0,1,2025-02-26,
2513023,Umbreon VMAX #214,Pokemon Evolving Skies,4266,Ungraded,Normal wear,,,0,1,2025-02-26,
4277259,Lugia V #138,Pokemon Silver Tempest,575,Ungraded,Normal wear,,,0,1,2025-02-26,
6495679,Raging Bolt ex #218,Pokemon Temporal Forces,1699,Ungraded,Normal wear,,,0,1,2025-02-26,
7800230,Ceruledge #197,Pokemon Surging Sparks,3079,Ungraded,Normal wear,,,0,1,2025-02-26,
6495630,Bronzor #170,Pokemon Temporal Forces,703,Ungraded,Normal wear,,,0,1,2025-02-26,
4277229,Skuntank V #108,Pokemon Silver Tempest,175,Ungraded,Normal wear,,,0,1,2025-02-26,
8324955,Iron Thorns Ex #32,Pokemon Prismatic Evolutions,260,Ungraded,Normal wear,,,0,1,2025-02-26,
5953025,Iron Moth #187,Pokemon Paradox Rift,700,Ungraded,Normal wear,,,0,1,2025-02-26,
3508412,Galarian Moltres V #TG20,Pokemon Astral Radiance,1059,Ungraded,Normal wear,,,0,1,2025-02-26,
1341648,Oranguru #SV098,Pokemon Shining Fates,212,Ungraded,Normal wear,,,0,1,2025-02-26,
6277132,Toedscruel ex #213,Pokemon Paldean Fates,217,Ungraded,Normal wear,,,0,1,2025-02-26,
887729,Allister #192,Pokemon Vivid Voltage,499,Ungraded,Normal wear,,,0,1,2025-02-26,
1341608,Alcremie #SV058,Pokemon Shining Fates,300,Ungraded,Normal wear,,,0,1,2025-02-26,
6775719,Bloodmoon Ursaluna ex #202,Pokemon Twilight Masquerade,313,Ungraded,Normal wear,,,0,1,2025-02-26,
3188346,Arceus V #122,Pokemon Brilliant Stars,233,Ungraded,Normal wear,,,0,1,2025-02-26,
2512991,Espeon V #180,Pokemon Evolving Skies,16536,Ungraded,Normal wear,,,0,1,2025-02-26,
1341637,Galarian Perrserker #SV087,Pokemon Shining Fates,275,Ungraded,Normal wear,,,0,1,2025-02-26,
6769644,Survival Brace #164,Pokemon Twilight Masquerade,138,Ungraded,Normal wear,,,0,1,2025-02-26,
8321610,Slowking [Poke Ball] #19,Pokemon Prismatic Evolutions,276,Ungraded,Normal wear,,,0,1,2025-02-26,
2771035,Breloom V #6,Pokemon Fusion Strike,152,Ungraded,Normal wear,,,0,1,2025-02-26,
5809446,Alakazam ex #65,Pokemon Scarlet & Violet 151,244,Ungraded,Normal wear,,,0,1,2025-02-26,
6277063,Pawmot #144,Pokemon Paldean Fates,385,Ungraded,Normal wear,,,0,1,2025-02-26,
8321669,Bug Catching Set [Poke Ball] #102,Pokemon Prismatic Evolutions,205,Ungraded,Normal wear,,,0,1,2025-02-26,
7800139,Flygon ex #106,Pokemon Surging Sparks,202,Ungraded,Normal wear,,,0,1,2025-02-26,
6495674,Gouging Fire ex #214,Pokemon Temporal Forces,1306,Ungraded,Normal wear,,,0,1,2025-02-26,
4277191,Mawile V #70,Pokemon Silver Tempest,123,Ungraded,Normal wear,,,0,1,2025-02-26,
4637010,Regigigas VSTAR #114,Pokemon Crown Zenith,244,Ungraded,Normal wear,,,0,1,2025-02-26,
5605742,Revavroom ex #224,Pokemon Obsidian Flames,425,Ungraded,Normal wear,,,0,1,2025-02-26,
6775734,Carmine #217,Pokemon Twilight Masquerade,7500,Ungraded,Normal wear,,,0,1,2025-02-26,
2513010,Gordie #201,Pokemon Evolving Skies,334,Ungraded,Normal wear,,,0,1,2025-02-26,
7418627,Sparkling Crystal #142,Pokemon Stellar Crown,174,Ungraded,Normal wear,,,0,1,2025-02-26,
4933999,Gyarados ex #225,Pokemon Scarlet & Violet,638,Ungraded,Normal wear,,,0,1,2025-02-26,
4637094,Suicune V #GG38,Pokemon Crown Zenith,3553,Ungraded,Normal wear,,,0,1,2025-02-26,
836562,Charizard VMAX #20,Pokemon Darkness Ablaze,3068,Ungraded,Normal wear,,,0,1,2025-02-26,
1341566,Raboot #SV016,Pokemon Shining Fates,400,Ungraded,Normal wear,,,0,1,2025-02-26,
2254017,Caitlin #213,Pokemon Chilling Reign,899,Ungraded,Normal wear,,,0,1,2025-02-26,
2513027,Rayquaza VMAX #218,Pokemon Evolving Skies,61550,Ungraded,Normal wear,,,0,1,2025-02-26,
7800219,Scramble Switch #186,Pokemon Surging Sparks,180,Ungraded,Normal wear,,,0,1,2025-02-26,
2771142,Mew V #113,Pokemon Fusion Strike,243,Ungraded,Normal wear,,,0,1,2025-02-26,
4277331,Serperior VSTAR #210,Pokemon Silver Tempest,499,Ungraded,Normal wear,,,0,1,2025-02-26,
8321634,Hippowdon [Poke Ball] #53,Pokemon Prismatic Evolutions,147,Ungraded,Normal wear,,,0,1,2025-02-26,
1341665,Falinks V #SV115,Pokemon Shining Fates,143,Ungraded,Normal wear,,,0,1,2025-02-26,
836891,Gardevoir V #16,Pokemon Champion's Path,193,Ungraded,Normal wear,,,0,1,2025-02-26,
6775735,Kieran #218,Pokemon Twilight Masquerade,2812,Ungraded,Normal wear,,,0,1,2025-02-26,
2253985,Metagross V #181,Pokemon Chilling Reign,412,Ungraded,Normal wear,,,0,1,2025-02-26,
836660,Scizor VMAX #119,Pokemon Darkness Ablaze,250,Ungraded,Normal wear,,,0,1,2025-02-26,
887261,Scizor V #183,Pokemon Darkness Ablaze,299,Ungraded,Normal wear,,,0,1,2025-02-26,
4934002,Gardevoir ex #228,Pokemon Scarlet & Violet,439,Ungraded,Normal wear,,,0,1,2025-02-26,
6769701,Bloodmoon Ursaluna ex #222,Pokemon Twilight Masquerade,1139,Ungraded,Normal wear,,,0,1,2025-02-26,
8244581,Giacomo #138,Pokemon Prismatic Evolutions,214,Ungraded,Normal wear,,,0,1,2025-02-26,
1341606,Hatterene #SV056,Pokemon Shining Fates,283,Ungraded,Normal wear,,,0,1,2025-02-26,
1341577,Inteleon #SV027,Pokemon Shining Fates,350,Ungraded,Normal wear,,,0,1,2025-02-26,
2253987,Blissey V #183,Pokemon Chilling Reign,2177,Ungraded,Normal wear,,,0,1,2025-02-26,
6277054,Shinx #135,Pokemon Paldean Fates,540,Ungraded,Normal wear,,,0,1,2025-02-26,
6277028,Charmeleon #110,Pokemon Paldean Fates,1499,Ungraded,Normal wear,,,0,1,2025-02-26,
6775725,Lucian #208,Pokemon Twilight Masquerade,253,Ungraded,Normal wear,,,0,1,2025-02-26,
8321517,Glaceon [Master Ball] #25,Pokemon Prismatic Evolutions,4760,Ungraded,Normal wear,,,0,1,2025-02-26,
836259,Milotic V #43,Pokemon Rebel Clash,300,Ungraded,Normal wear,,,0,1,2025-02-26,
4933796,Spidops ex #19,Pokemon Scarlet & Violet,141,Ungraded,Normal wear,,,0,1,2025-02-26,
6495494,Incineroar ex #34,Pokemon Temporal Forces,152,Ungraded,Normal wear,,,0,1,2025-02-26,
5287551,Tinkaton ex #262,Pokemon Paldea Evolved,2160,Ungraded,Normal wear,,,0,1,2025-02-26,
1341583,Snom #SV033,Pokemon Shining Fates,219,Ungraded,Normal wear,,,0,1,2025-02-26,
2513016,Gyarados VMAX #207,Pokemon Evolving Skies,2999,Ungraded,Normal wear,,,0,1,2025-02-26,
6277086,Tinkaton #167,Pokemon Paldean Fates,522,Ungraded,Normal wear,,,0,1,2025-02-26,
887498,Galarian Cursola V #71,Pokemon Champion's Path,231,Ungraded,Normal wear,,,0,1,2025-02-26,
6277081,Ceruledge #162,Pokemon Paldean Fates,645,Ungraded,Normal wear,,,0,1,2025-02-26,
